,student_id,gender,grade,region,study_hours,attendance_rate,mid_score,final_score,join_dt
751,752,M,1,Gyeonggi,15.8,90.7,44.7,65.4,2024-06-12
752,753,M,3,Busan,12.6,90.0,100.0,77.8,2025-01-23
753,754,M,2,Etc,16.3,91.9,75.8,86.1,2024-11-17
754,755,F,2,Seoul,13.8,99.4%,68.8,71.1,2024-06-06
755,756,F,3,Gyeonggi,17.4,100.0,68.7,72.5,2024-08-01
756,757,F,2,Seoul,10.1,100.0,76.8,58.6,2024-09-26
757,758,F,1,Gyeonggi,6.3,100.0,100.0,60.6,2024-07-28
758,759,M,1,Gyeonggi,18.6,93.10000000000001,75.5,45.7,2024-10-14
759,760,M,1,Seoul,25.5,93.60000000000001%,88.3,80.4,2024-03-14
760,761,M,1,Seoul,14.7,96.5,69.1,59.0,2024-08-09
761,762,F,1,Seoul,12.3,86.6,100.0,,2024-05-22
762,763,F,2,Busan,29.5,82.19999999999999,50.5,100.0,2025-01-08
763,764,M,3,Daegu,18.8,85.9,,53.2,2024-10-23
764,765,F,1,Daegu,18.2,80.2,73.4,74.8,2024-09-11
765,766,M,3,Busan,,93.60000000000001,61.7,89.3,2024-03-15
766,767,M,2,Gyeonggi,9.0,88.7,65.9,100.0,2024-07-30
767,768,M,1,Gyeonggi,9.8,96.5,76.7,100.0,2025-01-13
768,769,M,3,Gyeonggi,10.8,100.0,85.8,70.0,2024-07-08
769,770,F,1,Seoul,3.6,85.3,69.1,56.3,2024-10-24
770,771,M,1,Gyeonggi,10.7,94.6,69.2,33.5,2024-03-04
771,772,M,2,Gyeonggi,12.9,91.0,88.5,55.6,2024-07-02
772,773,M,1,Gyeonggi,10.3,89.7,66.5,83.6,2024-03-27
773,774,M,1,Daegu,13.9,86.2,95.4,68.0,2024-07-08
774,775,M,1,Gyeonggi,11.5,96.2%,61.3,94.9,2024-04-19
775,776,F,2,Seoul,13.0,89.9,86.4,81.2,2024-09-20
776,777,F,1,Seoul,8.3,94.5%,75.6,83.2,2024-11-24
777,778,M,3,Seoul,10.1,92.9,80.8,60.0,2024-03-10
778,779,M,1,Gyeonggi,12.0,89.8%,100.0,65.4,2024-07-24
779,780,M,3,Seoul,7.6,100.0,52.9,79.8,2025-01-05
780,781,M,1,Busan,11.4,97.89999999999999,68.7,62.1,2024-07-28
781,782,F,1,Seoul,8.3,80.60000000000001,60.7,69.4,2024-11-02
782,783,F,1,Etc,18.5,97.0,81.5,95.7,2024-09-29
783,784,M,2,Seoul,10.5,83.39999999999999,77.3,53.0,2024-08-02
784,785,F,3,Seoul,15.1,96.3,56.1,52.8,2024-03-24
785,786,M,3,Seoul,8.6,96.0%,53.2,,2024-11-18
786,787,M,3,Gyeonggi,,89.4,79.6,100.0,2024-04-26
787,788,M,3,Etc,11.4,92.4,77.3,75.0,2024-03-31
788,789,F,3,Daegu,4.5,100.0,45.0,76.9,2024-03-29
789,790,M,3,Seoul,2.1,92.60000000000001,81.1,78.0,2025-01-02
790,791,F,2,Seoul,3.9,95.5,76.9,69.5,2024-09-04
791,792,M,1,Gyeonggi,16.1,100.0,72.9,55.2,2024-09-05
792,793,F,2,Daegu,15.1,85.6,69.1,56.6,2024-12-14
793,794,M,2,Busan,10.3,85.3,65.5,56.4,2024-03-24
794,795,M,1,Gyeonggi,1.7,98.0,57.1,74.6,2024-03-08
795,796,F,3,Seoul,16.4,85.0,74.2,59.1,2024-04-18
796,797,F,3,Etc,8.4,93.10000000000001,78.0,100.0,2025-02-26
797,798,M,2,Busan,13.5,95.89999999999999,31.9,68.0,2025-01-27
798,799,F,2,Gyeonggi,13.9,97.39999999999999,58.9,85.9,2024-04-30
799,800,M,1,Busan,19.3,96.5,83.3,70.7,2024-05-14
800,801,M,1,Gyeonggi,,80.80000000000001,83.6,42.1,2024-11-14
801,802,M,3,Busan,0.0,93.7,57.8,72.2,2024-08-10
802,803,M,3,Seoul,15.7,83.8,60.6,69.5,2024-07-01
803,804,M,1,Daegu,6.8,82.3,62.1,58.5,2025-02-24
804,805,M,3,Seoul,2.8,98.1,78.1,78.0,2025-02-08
805,806,F,2,Gyeonggi,6.3,96.2%,60.7,70.1,2024-11-13
806,807,F,2,Etc,0.0,100.0,63.6,87.8,2024-09-09
807,808,M,2,Gyeonggi,16.4,83.1,88.7,59.7,2024-05-11
808,809,F,3,Seoul,5.1,89.4,63.0,58.0,2024-05-18
809,810,F,1,Gyeonggi,16.7,91.9,59.4,58.7,2024-08-18
810,811,M,1,Seoul,11.2,80.10000000000001,64.4,61.1,2024-08-15
811,812,F,3,Seoul,10.9,76.7,87.5,70.6,2024-10-15
812,813,F,3,Seoul,15.7,86.3,59.7,84.9,2024-09-06
813,814,M,1,Etc,0.0,100.0,65.7,83.2,2024-09-05
814,815,F,2,Seoul,15.9,88.5,86.4,100.0,2024-07-08
815,816,M,3,Daegu,13.1,91.0,59.7,84.9,2024-07-01
816,817,F,2,Busan,18.1,89.0,75.2,95.9,2024-06-11
817,818,F,3,Seoul,9.4,89.5,64.5,83.4,2024-08-23
818,819,F,3,Seoul,14.2,87.4,60.6,59.6,2024-08-23
819,820,M,1,Seoul,7.2,88.1,53.3,74.9,2025-01-13
820,821,F,2,Seoul,15.7,82.3,48.1,67.2,2024-04-25
821,822,M,1,Gyeonggi,16.6,87.2,75.7,62.0,2024-09-03
822,823,F,3,Seoul,0.0,100.0,83.1,77.9,2024-05-27
823,824,F,3,Gyeonggi,,94.8,29.4,80.3,2024-05-02
824,825,M,1,Daegu,6.1,98.1,98.7,80.5,2024-05-11
825,826,M,3,Busan,10.7,90.5,66.9,85.0,2024-10-30
826,827,F,3,Daegu,10.5,88.6,77.2,75.8,2024-06-21
827,828,M,1,Busan,13.2,93.7,68.5,80.7,2024-08-16
828,829,F,2,Seoul,14.8,84.2,78.4,81.2,2024-10-22
829,830,F,3,Daegu,10.4,100.0,50.7,,2024-10-06
830,831,F,1,Gyeonggi,8.4,87.0,61.4,73.9,2024-09-28
831,832,F,1,Seoul,,98.7%,59.0,70.4,2024-03-28
832,833,F,1,Gyeonggi,3.3,85.9,57.7,83.6,2024-12-05
833,834,F,3,Gyeonggi,0.7,96.3%,68.9,89.3,2024-12-04
834,835,M,1,Seoul,19.5,94.19999999999999,88.8,57.5,2025-02-22
835,836,M,1,Etc,3.4,88.4,88.7,79.6,2024-05-07
836,837,M,3,Gyeonggi,21.6,98.4,70.8,38.0,2024-12-19
837,838,M,1,Gyeonggi,5.4,87.4%,58.5,81.1,2024-07-11
838,839,F,2,Seoul,16.0,78.5,74.1,90.2,2024-06-19
839,840,F,2,Gyeonggi,19.1,96.89999999999999,70.7,75.9,2024-11-02
840,841,M,1,Seoul,9.6,90.8,59.9,94.7,2024-08-19
841,842,F,3,Daegu,11.5,89.9%,65.9,,2024-07-15
842,843,F,3,Etc,13.2,93.0,71.3,42.1,2024-06-10
843,844,F,2,Gyeonggi,13.0,89.1,76.8,56.0,2025-01-17
844,845,F,3,Seoul,7.5,87.3,48.3,69.3,2025-02-23
845,846,M,1,Seoul,2.5,88.2,62.2,99.7,2025-01-18
846,847,F,1,Gyeonggi,13.5,91.8,100.0,57.6,2025-02-06
847,848,F,1,Busan,14.4,76.9,66.7,55.9,2024-09-11
848,849,F,3,Etc,7.9,93.89999999999999,71.0,100.0,2024-08-04
849,850,F,1,Seoul,19.2,96.6,68.8,73.4,2024-10-15
850,851,M,3,Etc,8.7,88.0,85.3,75.5,2024-04-11
851,852,F,3,Gyeonggi,16.6,98.2,57.8,86.5,2025-02-15
852,853,F,2,Seoul,16.4,96.7,53.6,68.6,2025-01-08
853,854,F,3,Seoul,2.1,86.4,78.0,80.8,2025-02-28
854,855,M,1,Busan,16.9,100.0,70.6,60.4,2024-09-02
855,856,M,3,Gyeonggi,0.0,88.0,,85.8,2024-11-23
856,857,F,3,Gyeonggi,13.5,93.10000000000001,58.3,78.7,2025-01-11
857,858,M,2,Etc,7.3,79.9,,65.3,2024-11-05
858,859,M,2,Gyeonggi,12.7,89.1%,78.2,82.3,2024-03-04
859,860,M,1,Gyeonggi,19.1,94.1,,87.3,2024-11-07
860,861,F,1,Etc,15.4,93.89999999999999,85.8,97.6,2024-07-26
861,862,F,1,Etc,15.4,93.30000000000001,100.0,100.0,2024-11-08
862,863,F,1,Busan,17.9,100.0,100.0,64.8,2024-10-31
863,864,F,3,Busan,9.1,100.0,55.6,66.7,2024-07-19
864,865,F,1,Gyeonggi,15.2,97.0,69.0,58.7,2025-01-01
865,866,M,2,Etc,12.8,94.8,71.5,58.7,2024-05-05
866,867,M,2,Gyeonggi,9.1,86.6,72.6,71.4,2024-08-06
867,868,M,1,Gyeonggi,13.9,92.0,74.9,81.5,2024-04-26
868,869,M,3,Gyeonggi,7.4,98.9,87.2,65.3,2024-12-21
869,870,F,2,Seoul,15.5,93.2,61.3,100.0,2024-03-31
870,871,M,1,Busan,3.9,95.3,75.6,89.6,2024-09-07
871,872,M,2,Busan,20.2,96.89999999999999,80.8,55.8,2024-05-23
872,873,M,1,Seoul,9.8,100.0%,68.7,64.2,2025-02-10
873,874,F,1,Seoul,,86.2,55.1,58.5,2024-10-08
874,875,F,3,Daegu,9.4,94.19999999999999,66.1,75.5,2025-01-10
875,876,M,1,Seoul,7.4,98.4,100.0,79.9,2024-04-22
876,877,M,3,Gyeonggi,11.4,82.89999999999999,100.0,100.0,2024-06-04
877,878,F,2,Daegu,21.3,84.0,52.7,73.2,2024-09-05
878,879,F,2,Gyeonggi,12.2,88.1,70.9,59.0,2025-01-03
879,880,F,2,Seoul,7.0,84.7,68.5,70.9,2024-10-19
880,881,F,2,Gyeonggi,1.4,97.89999999999999,98.3,73.0,2024-08-28
881,882,M,2,Busan,12.4,98.6,65.2,83.9,2024-10-03
882,883,F,2,Gyeonggi,12.7,89.2,75.9,98.2,2024-08-15
883,884,F,3,Etc,7.0,89.5,58.3,83.5,2024-08-23
884,885,M,1,Gyeonggi,15.5,98.8,,70.1,2024-10-15
885,886,F,2,Etc,13.2,100.0,71.0,79.1,2024-04-10
886,887,F,2,Busan,12.4,100.0,89.3,,2024-08-26
887,888,M,2,Daegu,13.9,96.6,64.4,77.7,2024-04-24
888,889,F,2,Gyeonggi,4.8,100.0,83.2,74.6,2024-06-10
889,890,F,2,Gyeonggi,13.4,98.0,52.3,76.1,2024-07-24
890,891,F,1,Gyeonggi,11.8,96.0%,59.5,78.8,2024-08-08
891,892,F,3,Daegu,18.7,98.1%,80.3,51.8,2024-06-21
892,893,M,1,Gyeonggi,8.5,100.0,89.6,70.9,2025-01-13
893,894,M,2,Etc,15.9,100.0,81.1,63.9,2025-01-08
894,895,F,3,Seoul,11.9,100.0,65.7,70.7,2025-02-21
895,896,F,1,Gyeonggi,17.7,98.1,90.8,45.4,2024-05-28
896,897,M,1,Gyeonggi,26.9,78.60000000000001,82.4,90.8,2025-02-16
897,898,M,1,Busan,13.9,89.5,73.6,67.5,2024-04-07
898,899,M,1,Daegu,8.6,86.0,100.0,67.0,2025-02-14
899,900,M,2,Gyeonggi,13.1,82.39999999999999,59.9,85.1,2024-11-06
900,901,F,2,Etc,15.0,92.10000000000001,91.9,86.5,2024-04-08
901,902,F,3,Etc,8.9,89.8,48.5,85.3,2024-06-02
902,903,F,1,Seoul,10.5,84.3,40.7,100.0,2024-05-15
903,904,F,1,Seoul,9.9,98.0,72.1,97.4,2024-10-16
904,905,M,1,Seoul,20.9,88.0,62.4,79.6,2024-04-13
905,906,M,1,Seoul,12.4,92.60000000000001,100.0,68.3,2024-04-30
906,907,F,3,Daegu,14.8,100.0,71.2,82.2,2024-11-11
907,908,F,1,Daegu,5.7,88.2,54.6,90.5,2024-10-20
908,909,M,3,Seoul,4.3,81.6,57.0,93.9,2024-04-11
909,910,M,1,Gyeonggi,4.4,100.0,89.7,95.7,2024-10-06
910,911,M,3,Etc,13.3,84.7%,100.0,,2024-04-04
911,912,F,1,Seoul,7.2,94.19999999999999,82.8,63.6,2024-03-21
912,913,M,1,Gyeonggi,6.8,83.2,61.9,100.0,2024-06-30
913,914,M,3,Busan,15.5,95.7,90.5,66.2,2024-04-26
914,915,F,1,Etc,17.9,81.2,53.5,86.5,2024-12-21
915,916,F,1,Gyeonggi,8.0,97.89999999999999%,46.2,99.2,2024-09-08
916,917,F,1,Gyeonggi,0.0,83.2,70.0,75.3,2024-12-03
917,918,F,1,Gyeonggi,3.8,98.7,61.6,76.4,2024-11-20
918,919,M,1,Seoul,1.7,84.0,73.0,71.7,2024-10-22
919,920,M,3,Gyeonggi,21.4,97.2,51.7,77.3,2024-10-27
920,921,M,3,Seoul,10.2,90.8,57.8,62.6,2025-02-14
921,922,F,1,Busan,5.3,86.4,76.1,89.8,2024-06-17
922,923,M,2,Seoul,22.2,96.39999999999999,,46.1,2024-11-19
923,924,M,2,Seoul,3.9,87.6,43.5,92.0,2024-10-03
924,925,M,1,Gyeonggi,13.0,92.60000000000001,80.8,73.9,2024-07-06
925,926,M,3,Daegu,7.0,95.6,87.1,,2024-11-21
926,927,F,1,Seoul,3.1,78.60000000000001,78.4,34.8,2024-06-23
927,928,F,2,Daegu,6.0,100.0,100.0,,2024-10-03
928,929,F,1,Busan,,100.0,100.0,60.5,2024-04-11
929,930,M,3,Gyeonggi,10.8,80.60000000000001%,78.0,74.3,2025-01-26
930,931,F,2,Gyeonggi,17.0,93.30000000000001,77.5,81.9,2024-10-14
931,932,M,2,Seoul,8.3,94.1%,56.3,68.0,2025-01-10
932,933,F,2,Gyeonggi,7.6,100.0,76.1,82.2,2024-06-17
933,934,M,1,Seoul,9.5,89.4,69.5,80.3,2025-02-18
934,935,M,3,Seoul,18.2,100.0,50.1,70.4,2024-06-06
935,936,F,1,Gyeonggi,8.4,100.0,46.2,83.0,2024-03-14
936,937,F,3,Daegu,6.4,90.8%,76.9,59.1,2024-12-02
937,938,F,2,Gyeonggi,3.7,90.8,56.9,69.1,2024-12-10
938,939,M,3,Busan,8.7,91.2,62.7,66.7,2024-12-27
939,940,F,1,Busan,3.4,86.5%,37.1,53.9,2024-05-23
940,941,M,3,Gyeonggi,24.7,80.5,57.7,69.6,2024-07-11
941,942,M,2,Busan,13.6,92.30000000000001,85.3,94.3,2024-06-26
942,943,F,1,Seoul,3.0,99.5,62.3,58.4,2024-11-07
943,944,F,1,Daegu,15.3,100.0,83.5,42.4,2024-05-18
944,945,F,2,Seoul,8.0,99.4,66.3,49.6,2025-01-17
945,946,F,1,Busan,12.2,91.2,42.1,49.3,2025-02-13
946,947,M,3,Busan,4.9,86.2,73.4,80.7,2024-06-16
947,948,F,2,Gyeonggi,10.7,100.0,91.5,63.5,2024-12-12
948,949,F,1,Busan,13.8,97.6,84.9,97.0,2024-07-25
949,950,F,2,Etc,10.2,87.6%,87.4,100.0,2025-02-06
950,951,F,2,Seoul,17.4,94.6,64.6,66.1,2024-03-19
951,952,F,1,Seoul,18.2,88.1,36.7,71.2,2025-02-28
952,953,M,3,Seoul,21.1,87.2,81.4,89.0,2024-05-09
953,954,M,1,Seoul,3.7,86.2,44.4,75.8,2024-06-15
954,955,M,3,Seoul,13.4,94.8,58.2,77.4,2024-08-01
955,956,M,2,Etc,21.3,97.39999999999999,62.1,85.0,2024-06-15
956,957,M,2,Busan,8.8,89.3,62.1,42.5,2024-06-11
957,958,M,2,Gyeonggi,19.1,91.8%,92.5,47.8,2024-04-16
958,959,F,3,Gyeonggi,13.0,88.9,86.7,53.0,2024-06-26
959,960,M,2,Seoul,6.7,86.2,48.5,77.9,2025-02-25
960,961,F,2,Gyeonggi,8.8,87.3,90.1,74.0,2024-08-30
961,962,M,2,Etc,13.4,76.9,44.7,68.0,2024-06-28
962,963,F,1,Seoul,8.6,85.8,88.9,88.3,2024-06-06
963,964,M,2,Seoul,18.7,100.0,65.5,57.4,2024-08-16
964,965,F,1,Seoul,16.2,88.9,83.2,61.6,2025-01-29
965,966,F,2,Gyeonggi,9.7,100.0,86.3,66.6,2024-12-28
966,967,F,1,Etc,3.9,92.7,83.5,82.6,2024-04-09
967,968,F,2,Seoul,12.6,90.2,79.2,100.0,2025-02-06
968,969,F,3,Gyeonggi,23.2,91.60000000000001,86.0,64.9,2024-07-13
969,970,M,3,Gyeonggi,18.5,85.2,78.3,86.4,2024-06-13
970,971,F,2,Seoul,18.1,95.0%,44.4,68.6,2024-04-01
971,972,M,3,Gyeonggi,16.7,75.2,89.3,86.1,2024-08-29
972,973,F,2,Etc,22.6,100.0%,95.5,83.3,2024-06-04
973,974,M,1,Gyeonggi,13.6,91.60000000000001,75.3,100.0,2024-08-08
974,975,F,3,Gyeonggi,23.6,84.39999999999999%,56.0,50.5,2024-03-06
975,976,M,2,Gyeonggi,13.3,93.60000000000001,84.3,71.6,2025-02-02
976,977,M,2,Seoul,10.2,91.8,75.8,63.4,2024-06-05
977,978,M,3,Gyeonggi,21.2,92.7,52.5,,2024-05-10
978,979,F,1,Gyeonggi,12.5,89.1,85.0,59.8,2024-08-25
979,980,M,1,Seoul,14.1,94.89999999999999,53.5,86.1,2024-07-06
980,981,M,1,Busan,13.8,93.2,49.7,68.2,2025-02-12
981,982,M,2,Seoul,16.2,89.8,67.7,100.0,2024-12-12
982,983,M,1,Seoul,12.6,100.0,87.4,98.1,2025-02-02
983,984,M,3,Gyeonggi,5.1,85.2,82.7,73.5,2025-02-19
984,985,F,2,Seoul,16.4,89.0,76.3,72.2,2024-05-17
985,986,M,3,Seoul,13.8,100.0,73.6,76.1,2024-08-01
986,987,F,1,Gyeonggi,10.1,100.0,82.1,80.5,2024-12-01
987,988,F,3,Seoul,7.2,88.3,,84.2,2024-03-19
988,989,F,2,Gyeonggi,16.1,85.0,67.2,63.3,2024-08-22
989,990,F,2,Seoul,6.5,90.8,80.2,100.0,2024-03-05
990,991,F,2,Etc,8.5,91.8,72.0,65.7,2024-08-05
991,992,F,2,Seoul,,97.8,58.0,66.8,2024-10-27
992,993,F,2,Seoul,10.2,86.9,66.8,59.5,2024-06-22
993,994,M,2,Gyeonggi,17.6,86.8,,84.6,2025-01-10
994,995,F,1,Etc,12.1,85.0,67.0,59.1,2024-08-15
995,996,M,3,Seoul,5.7,83.6,69.3,67.3,2024-10-23
996,997,F,3,Gyeonggi,22.0,94.8%,75.8,80.3,2024-10-17
997,998,F,2,Seoul,15.2,81.8,82.6,,2024-06-23
998,999,M,1,Busan,7.6,91.2,72.4,83.0,2024-08-05
999,1000,F,3,Gyeonggi,13.9,80.9%,,61.9,2024-05-20
1000,1001,M,1,Daegu,10.5,99.4,40.6,,2024-04-06
1001,1002,F,3,Seoul,,75.8,81.1,72.2,2024-06-20
1002,1003,F,1,Seoul,,91.0,69.8,60.8,2024-10-02
1003,1004,F,3,Busan,8.4,89.1,60.9,56.7,2024-07-19
1004,1005,F,3,Seoul,22.2,84.89999999999999,63.8,66.0,2024-04-26
1005,1006,F,2,Seoul,19.5,100.0,85.1,62.4,2024-10-25
1006,1007,M,2,Etc,6.1,83.0,65.9,57.3,2024-03-10
1007,1008,F,3,Etc,3.3,92.60000000000001,71.0,70.6,2024-04-28
1008,1009,F,3,Seoul,9.5,88.1,67.4,76.0,2024-03-28
1009,1010,F,1,Seoul,16.8,100.0,75.3,50.2,2024-05-24
1010,1011,F,1,Seoul,16.0,88.8,23.8,72.6,2024-05-13
1011,1012,F,3,Gyeonggi,22.0,94.5,91.8,63.0,2024-04-04
1012,1013,F,2,Gyeonggi,12.9,95.5,60.5,79.6,2024-04-30
1013,1014,M,1,Seoul,3.4,100.0,75.9,67.7,2024-08-12
1014,1015,F,2,Gyeonggi,10.0,87.1,73.0,46.4,2024-05-15
1015,1016,M,1,Daegu,4.4,91.5,49.1,68.8,2024-10-06
1016,1017,F,1,Etc,18.2,94.0,63.1,94.0,2024-05-15
1017,1018,F,3,Gyeonggi,15.1,86.7,90.6,98.7,2025-01-28
1018,1019,F,3,Seoul,8.5,100.0,76.1,68.4,2024-09-24
1019,1020,M,2,Seoul,11.4,89.7,86.9,69.8,2025-01-01
1020,1021,M,3,Gyeonggi,20.2,97.6,100.0,87.7,2024-04-14
1021,1022,M,1,Busan,20.1,89.5,75.5,41.4,2024-04-24
1022,1023,F,2,Busan,10.8,82.89999999999999,64.5,66.1,2024-04-20
1023,1024,F,1,Daegu,9.4,91.3,60.1,,2024-07-13
1024,1025,F,2,Gyeonggi,18.0,87.8,71.2,80.0,2024-06-15
1025,1026,M,2,Daegu,8.1,92.80000000000001,76.9,51.4,2024-09-21
1026,1027,M,2,Seoul,6.6,91.2,60.9,58.9,2024-12-03
1027,1028,F,3,Seoul,13.4,97.2,98.7,63.7,2024-08-16
1028,1029,F,2,Seoul,11.2,87.5,61.5,62.4,2024-09-28
1029,1030,M,3,Gyeonggi,,97.89999999999999,,52.2,2024-09-06
1030,1031,F,3,Gyeonggi,22.3,87.9,72.5,79.4,2024-12-24
1031,1032,F,3,Gyeonggi,11.3,92.60000000000001,73.1,91.6,2024-04-06
1032,1033,F,3,Seoul,10.5,91.3,,92.6,2024-11-27
1033,1034,F,1,Seoul,10.0,89.1,69.7,78.9,2024-09-25
1034,1035,M,2,Busan,12.8,95.39999999999999,59.9,100.0,2024-10-01
1035,1036,F,1,Gyeonggi,10.4,96.89999999999999,73.0,98.0,2024-12-15
1036,1037,M,1,Busan,,100.0,,36.4,2024-05-17
1037,1038,M,1,Gyeonggi,2.0,82.1,94.8,61.8,2024-07-15
1038,1039,M,2,Gyeonggi,5.1,100.0,80.4,64.3,2024-04-26
1039,1040,F,2,Etc,21.1,97.6,75.7,87.8,2025-02-05
1040,1041,M,3,Daegu,18.3,94.1,62.9,68.2,2024-09-16
1041,1042,F,2,Gyeonggi,18.9,96.6,49.2,77.2,2024-08-31
1042,1043,F,2,Seoul,11.3,96.0,81.4,76.1,2024-12-29
1043,1044,M,2,Seoul,4.7,100.0,55.1,49.3,2024-04-15
1044,1045,F,1,Etc,17.8,89.2,55.2,45.1,2025-01-25
1045,1046,F,3,Etc,17.3,80.30000000000001,70.6,85.4,2024-07-05
1046,1047,F,1,Etc,7.1,82.5,82.5,55.9,2024-06-07
1047,1048,F,1,Seoul,28.6,91.2,51.6,74.3,2024-08-25
1048,1049,F,1,Busan,15.5,95.8,47.7,67.7,2024-04-20
1049,1050,M,3,Gyeonggi,17.0,88.2,89.1,55.0,2025-02-27
1050,1051,F,1,Gyeonggi,4.9,84.6%,58.1,74.7,2024-04-29
1051,1052,M,3,Seoul,24.5,83.0,63.8,93.0,2024-08-16
1052,1053,M,1,Daegu,12.9,99.5,85.0,58.7,2024-09-25
1053,1054,F,1,Daegu,15.4,100.0,87.2,33.0,2024-06-19
1054,1055,M,3,Busan,11.4,96.5%,36.2,,2025-02-19
1055,1056,F,2,Gyeonggi,14.8,87.8,56.5,75.5,2024-11-04
1056,1057,F,2,Daegu,3.5,82.19999999999999,73.4,88.5,2024-08-11
1057,1058,F,1,Gyeonggi,17.3,88.7,80.2,84.5,2024-03-09
1058,1059,F,3,Busan,14.7,96.1,93.6,66.2,2024-05-05
1059,1060,M,1,Seoul,2.6,98.8,78.1,67.6,2024-03-28
1060,1061,F,3,Etc,18.7,83.3,67.8,76.7,2024-08-11
1061,1062,F,2,Seoul,12.0,89.8,53.0,76.2,2024-05-21
1062,1063,M,2,Busan,21.1,86.1,100.0,72.0,2024-03-19
1063,1064,F,1,Busan,7.6,100.0%,79.2,84.3,2025-01-18
1064,1065,F,1,Daegu,1.6,96.6,84.9,39.8,2024-05-03
1065,1066,M,2,Etc,13.6,93.5,92.5,46.0,2024-07-30
1066,1067,M,3,Gyeonggi,14.8,88.6,69.7,56.6,2024-07-14
1067,1068,F,2,Seoul,23.7,84.39999999999999,60.5,85.2,2024-08-07
1068,1069,M,2,Seoul,8.2,92.0,54.1,64.5,2024-03-31
1069,1070,M,2,Seoul,14.8,89.5,69.9,83.6,2024-11-22
1070,1071,M,1,Busan,18.4,92.10000000000001,97.5,56.5,2024-11-27
1071,1072,F,1,Gyeonggi,13.4,98.5,67.8,79.7,2024-05-03
1072,1073,F,2,Gyeonggi,13.3,90.8,57.5,98.8,2024-09-21
1073,1074,F,1,Etc,3.9,79.9,60.0,61.1,2024-10-16
1074,1075,F,1,Seoul,17.8,90.10000000000001,90.8,87.8,2024-05-19
1075,1076,F,1,Gyeonggi,11.9,97.0%,80.9,99.2,2024-12-03
1076,1077,M,1,Seoul,25.8,79.80000000000001,58.0,66.4,2024-06-16
1077,1078,F,1,Seoul,19.4,78.7,43.8,42.7,2025-02-22
1078,1079,M,3,Gyeonggi,9.1,100.0,61.3,75.6,2024-03-26
1079,1080,F,2,Gyeonggi,8.4,93.30000000000001,53.8,91.6,2024-11-17
1080,1081,M,2,Seoul,4.3,99.7,74.1,50.9,2024-06-25
1081,1082,F,1,Gyeonggi,11.9,87.4,100.0,65.1,2024-10-12
1082,1083,M,3,Seoul,18.2,82.1,83.6,63.2,2024-11-09
1083,1084,F,1,Gyeonggi,15.0,90.7,44.8,100.0,2024-09-07
1084,1085,F,3,Busan,19.6,100.0,59.6,62.9,2025-02-01
1085,1086,F,1,Gyeonggi,8.4,82.6%,,55.0,2024-09-04
1086,1087,F,3,Seoul,18.8,90.10000000000001,88.3,72.2,2024-09-29
1087,1088,M,1,Gyeonggi,11.7,100.0,85.5,63.8,2025-02-18
1088,1089,M,2,Seoul,19.6,89.7%,100.0,78.7,2024-10-13
1089,1090,M,1,Etc,3.0,87.9,55.6,69.6,2024-08-27
1090,1091,M,2,Gyeonggi,7.9,93.4,81.0,31.9,2024-11-21
1091,1092,M,1,Seoul,7.9,95.5,,100.0,2024-03-10
1092,1093,F,3,Gyeonggi,16.8,100.0,86.7,91.7,2024-09-04
1093,1094,M,1,Gyeonggi,2.5,96.8,,75.5,2024-10-05
1094,1095,M,1,Daegu,11.3,95.39999999999999,67.1,86.9,2024-08-22
1095,1096,F,1,Daegu,18.9,90.0,61.2,57.9,2024-06-02
1096,1097,M,2,Busan,16.4,89.8,79.2,79.5,2024-05-25
1097,1098,F,2,Daegu,12.2,90.8,50.0,66.6,2024-08-28
1098,1099,F,3,Gyeonggi,21.1,100.0,62.6,70.3,2024-03-07
1099,1100,M,1,Gyeonggi,14.6,96.0,70.0,96.2,2024-10-18
1100,1101,F,2,Seoul,13.7,85.0,59.9,64.9,2024-03-21
1101,1102,M,1,Gyeonggi,10.4,100.0,79.9,94.0,2024-09-15
1102,1103,M,2,Gyeonggi,22.9,100.0,60.7,,2024-05-16
1103,1104,F,1,Gyeonggi,21.7,100.0,53.0,45.8,2024-07-28
1104,1105,F,2,Busan,14.2,96.2,81.5,53.9,2024-09-19
1105,1106,F,2,Gyeonggi,,88.3,54.3,93.8,2024-09-29
1106,1107,M,2,Busan,13.3,100.0,55.9,36.4,2024-10-10
1107,1108,F,3,Seoul,12.4,83.3,81.9,54.3,2024-12-04
1108,1109,F,2,Gyeonggi,11.2,96.1,43.3,91.8,2024-03-12
1109,1110,F,1,Daegu,15.2,89.4,74.0,72.4,2024-09-21
1110,1111,F,3,Daegu,7.6,79.2%,79.9,85.8,2025-02-11
1111,1112,M,3,Seoul,7.3,94.3,53.0,39.8,2024-07-03
1112,1113,F,2,Busan,6.9,100.0%,96.0,46.4,2024-08-05
1113,1114,M,1,Gyeonggi,17.4,92.30000000000001,72.9,57.1,2024-10-28
1114,1115,M,3,Seoul,0.3,95.39999999999999,70.7,81.4,2025-01-02
1115,1116,F,2,Seoul,22.5,84.3,39.0,85.4,2024-11-02
1116,1117,F,3,Etc,8.4,90.2,55.9,68.3,2024-04-15
1117,1118,M,1,Seoul,4.7,80.5,83.0,78.8,2024-07-25
1118,1119,F,3,Busan,11.7,93.2,72.1,71.6,2024-06-25
1119,1120,M,2,Gyeonggi,5.6,94.6,69.6,97.9,2024-10-08
